param,Evaluation Value,Iw-AUC,Bw-AUC,Iw-TNF,Iw-FPF,Iw-FNF,Bw-TPF,Bw-TNF,Bw-FPF,Bw-FNF
Gaussian:7 3 9 3 relu relu AdaGrad,0.673745325,0.946324584,0.053440556,0.95468858,0.179834718,0.7424227,0.068560523,0.713485659,0.242825068,0.669442695
Gaussian:7 Gaussian:7 Gaussian:7 7 9 5 sigmoid relu RMSProp,0.673660478,0.742532192,0.721131244,0.006692535,0.46730806,0.321887992,0.506781531,0.281785638,0.669170075,0.086980996
Gaussian:7 Gaussian:7 Gaussian:7 5 9 1 sigmoid softmax AdaGrad,0.673550488,0.039864346,0.867154661,0.936786941,0.089370658,0.263408755,0.244949059,0.946740983,0.753088731,0.495081189
Gaussian:7 Gaussian:7 7 7 3 relu softmax AdaGrad,0.673453558,0.032920247,0.072194371,0.794430469,0.326494076,0.897100371,0.417720841,0.473635317,0.12235895,0.96712712
Gaussian:7 Gaussian:7 7 9 1 tanh tanh AdaGrad,0.673275598,0.337733371,0.367705422,0.925258456,0.553882681,0.477745479,0.756521581,0.033130768,0.718240437,0.244760385
Gaussian:7 Gaussian:7 7 7 3 softmax softmax AdaGrad,0.673229056,0.000729298,0.482904734,0.301884265,0.205361238,0.568863067,0.470023413,0.630250903,0.20311411,0.755549684
Gaussian:7 Gaussian:7 Gaussian:7 7 3 3 tanh sigmoid AdaGrad,0.673180505,0.797678204,0.552760127,0.312772558,0.676874501,0.227399945,0.597420776,0.535621123,0.260162962,0.697087813
Gaussian:7 Gaussian:7 Gaussian:7 5 3 5 sigmoid softmax Adam,0.673117158,0.40078285,0.402410193,0.132026286,0.219762669,0.420722326,0.941830443,0.597482795,0.380579823,0.306048806
Gaussian:7 Gaussian:7 9 7 1 tanh tanh Adam,0.672939285,0.137911102,0.651160503,0.866142351,0.435574007,0.119819484,0.258703012,0.471966434,0.915154174,0.977015701
Gaussian:7 Gaussian:7 3 9 1 relu tanh RMSProp,0.672766868,0.542003418,0.162309458,0.192639414,0.642073853,0.68630205,0.860510562,0.624636379,0.204422571,0.687141359
Gaussian:7 Gaussian:7 9 9 5 sigmoid relu AdaGrad,0.672570539,0.348477223,0.827569702,0.401558912,0.18379867,0.562593016,0.007106348,0.999199805,0.830583221,0.304712184
Gaussian:7 Gaussian:7 Gaussian:7 7 5 1 tanh sigmoid RMSProp,0.672311292,0.78763297,0.255762012,0.016093094,0.29816843,0.229559411,0.14395902,0.029104295,0.835525587,0.271855628
Gaussian:7 Gaussian:7 Gaussian:7 9 3 1 tanh relu AdaGrad,0.672255162,0.051318068,0.854773015,0.780122477,0.935447353,0.174284758,0.446074197,0.33380647,0.335499494,0.581558639
Gaussian:7 Gaussian:7 5 7 5 tanh relu Adam,0.672176845,0.907635476,0.359852663,0.404113686,0.529407368,0.872942724,0.847131893,0.07269168,0.964072022,0.441958975
Gaussian:7 5 3 1 tanh tanh RMSProp,0.671136585,0.947226888,0.893929004,0.160055653,0.316161197,0.170582961,0.922467492,0.184019309,0.511088954,0.700542782
Gaussian:7 Gaussian:7 Gaussian:7 5 9 1 tanh relu Adam,0.671002924,0.877207672,0.836258924,0.425409199,0.723378394,0.559546946,0.958151571,0.605006692,0.292526534,0.812152871
Gaussian:7 Gaussian:7 Gaussian:7 5 3 5 sigmoid tanh RMSProp,0.670916474,0.877363117,0.618916743,0.165031578,0.547155139,0.202882557,0.351625009,0.096737152,0.111201922,0.574708459
Gaussian:7 Gaussian:7 Gaussian:7 5 5 1 tanh tanh RMSProp,0.670683213,0.514302895,0.030802754,0.540488676,0.312373834,0.766440056,0.568555251,0.15489195,0.644980146,0.705617478
Gaussian:7 Gaussian:7 Gaussian:7 9 3 5 sigmoid relu AdaGrad,0.67049551,0.786776318,0.159103075,0.228388896,0.674860861,0.518004957,0.722017406,0.831401523,0.134496314,0.763639752
Gaussian:7 Gaussian:7 7 5 1 tanh relu AdaGrad,0.670465932,0.518856998,0.567701188,0.720301559,0.074261586,0.48883553,0.635705118,0.520221819,0.615970085,0.855877847
Gaussian:7 Gaussian:7 9 3 5 sigmoid relu Adam,0.67042522,0.304402903,0.586601158,0.688482318,0.034952923,0.924031135,0.559404927,0.28775761,0.610855924,0.820905161
Gaussian:7 Gaussian:7 5 9 1 relu sigmoid AdaGrad,0.67014371,0.085219655,0.2168634,0.30988652,0.266104729,0.052698625,0.061951966,0.211034274,0.28863426,0.662331336
Gaussian:7 Gaussian:7 3 5 3 softmax softmax Adam,0.670092009,0.825052718,0.520635844,0.625085931,0.897269059,0.104812742,0.127974486,0.066301887,0.266161882,0.070669249
Gaussian:7 Gaussian:7 Gaussian:7 5 3 5 relu sigmoid RMSProp,0.669698744,0.747876308,0.329352976,0.836086687,0.57110589,0.837303775,0.670870532,0.809144615,0.585344172,0.039306314
Gaussian:7 Gaussian:7 7 7 5 tanh tanh Adam,0.669661321,0.586905355,0.443311526,0.955891,0.460947914,0.603286877,0.763547831,0.563161943,0.567699181,0.72049403
Gaussian:7 5 5 1 tanh relu Adam,0.669652323,0.973763429,0.522948376,0.649020789,0.966979647,0.015679406,0.114040924,0.174026193,0.138492084,0.959975765
Gaussian:7 7 7 5 softmax tanh Adam,0.669636361,0.796371048,0.166015883,0.495594093,0.112640944,0.490443553,0.583079244,0.5879604,0.614339206,0.031272287
Gaussian:7 Gaussian:7 Gaussian:7 3 7 1 sigmoid softmax AdaGrad,0.669051775,0.575861925,0.679080163,0.965473812,0.762746528,0.037698533,0.875145907,0.789876654,0.006878958,0.983150446
Gaussian:7 Gaussian:7 5 9 3 tanh sigmoid AdaGrad,0.668979391,0.49820192,0.640873777,0.024019963,0.599281169,0.123881777,0.845788641,0.51744769,0.184601493,0.529957039
Gaussian:7 Gaussian:7 Gaussian:7 9 9 3 sigmoid tanh Adam,0.668691533,0.662384606,0.691064952,0.583704752,0.405661312,0.030221716,0.913658994,0.262982103,0.719402368,0.295353956
Gaussian:7 9 3 1 sigmoid relu Adam,0.668426304,0.021116795,0.667989486,0.256216236,0.810357327,0.908351013,0.618115612,0.320661885,0.546077967,0.488079747
Gaussian:7 Gaussian:7 Gaussian:7 3 9 1 softmax relu AdaGrad,0.668425612,0.121934193,0.185419145,0.561367687,0.297784668,0.661235504,0.108543483,0.183431311,0.999104737,0.632755746
Gaussian:7 Gaussian:7 Gaussian:7 3 5 5 softmax tanh Adam,0.668267111,0.63396949,0.339045553,0.452327351,0.72133946,0.118176472,0.000651779,0.599877363,0.818955126,0.203904868
Gaussian:7 Gaussian:7 3 9 1 tanh sigmoid Adam,0.668227264,0.303376831,0.750324849,0.186617735,0.098665697,0.625007768,0.409898009,0.215049154,0.918776714,0.431093632
Gaussian:7 Gaussian:7 3 3 1 softmax relu AdaGrad,0.667325007,0.508918378,0.067888995,0.729647503,0.031211352,0.53349908,0.524512451,0.731245788,0.39024769,0.703351565
Gaussian:7 Gaussian:7 9 3 5 tanh softmax AdaGrad,0.667300541,0.391316482,0.924768274,0.662386528,0.976203479,0.285536241,0.403994244,0.237553439,0.193274888,0.697583513
Gaussian:7 7 5 3 sigmoid tanh AdaGrad,0.66728287,0.263766665,0.175619406,0.613713171,0.569053963,0.484565636,0.240788397,0.185958449,0.324669467,0.331963852
Gaussian:7 3 5 5 softmax softmax RMSProp,0.66704412,0.042761086,0.802683776,0.675173433,0.035341769,0.693171386,0.920161603,0.572247321,0.599637973,0.639165464
Gaussian:7 Gaussian:7 9 3 3 sigmoid softmax RMSProp,0.666982914,0.852691787,0.544434907,0.093329634,0.176958448,0.423497604,0.65946535,0.169030795,0.778689202,0.194736196
Gaussian:7 Gaussian:7 Gaussian:7 9 9 5 softmax softmax Adam,0.666865846,0.530477116,0.971018141,0.653186647,0.560797091,0.114897188,0.97599877,0.661933604,0.444945651,0.235087709
Gaussian:7 7 9 3 tanh softmax AdaGrad,0.666698168,0.580412705,0.214428302,0.10440614,0.483410708,0.478003539,0.460337673,0.134245913,0.739238813,0.623358214
Gaussian:7 Gaussian:7 Gaussian:7 5 5 1 sigmoid relu RMSProp,0.666426833,0.047117817,0.696974962,0.512470632,0.300627011,0.288170212,0.390050098,0.327796118,0.133634091,0.150517347
Gaussian:7 3 9 5 tanh softmax Adam,0.666424083,0.01433686,0.680849596,0.629222267,0.711943088,0.841456881,0.187481217,0.557750598,0.079935566,0.236943229
Gaussian:7 Gaussian:7 Gaussian:7 7 5 5 softmax softmax RMSProp,0.666263181,0.598220584,0.212359765,0.67080124,0.97345443,0.835736124,0.617798038,0.191912592,0.021805352,0.78779962
Gaussian:7 3 7 3 sigmoid softmax AdaGrad,0.665947769,0.444506645,0.023602317,0.069669874,0.011638033,0.129570445,0.559338474,0.993511699,0.270910099,0.230796903
Gaussian:7 Gaussian:7 Gaussian:7 3 9 3 sigmoid softmax Adam,0.665946145,0.625503644,0.766540912,0.331511002,0.881579468,0.131955842,0.616554207,0.4185321,0.091417629,0.025274289
Gaussian:7 Gaussian:7 Gaussian:7 5 7 5 sigmoid softmax RMSProp,0.665941391,0.845345951,0.11752418,0.963203447,0.744180643,0.121489055,0.858636032,0.124297242,0.933247005,0.141419376
Gaussian:7 Gaussian:7 3 7 3 tanh softmax Adam,0.665878613,0.918056607,0.811543208,0.844687108,0.319075708,0.158088836,0.815207666,0.404565681,0.69992481,0.390112223
Gaussian:7 7 3 5 sigmoid relu AdaGrad,0.6656597,0.885003865,0.675304581,0.975569584,0.876755309,0.745536605,0.267319849,0.001063509,0.904539872,0.721683397
Gaussian:7 Gaussian:7 Gaussian:7 9 7 1 tanh relu Adam,0.665163769,0.394998213,0.804773286,0.973417727,0.862043362,0.118824389,0.669987823,0.540825885,0.091912251,0.45771968
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 softmax sigmoid RMSProp,0.665092265,0.457461766,0.107390592,0.775519753,0.902649916,0.499607867,0.353961993,0.610630071,0.817339542,0.855589028
Gaussian:7 Gaussian:7 7 9 1 sigmoid tanh RMSProp,0.665069776,0.589566977,0.351327098,0.649835541,0.237793557,0.858203876,0.818232434,0.59971124,0.708334554,0.32343586
Gaussian:7 Gaussian:7 Gaussian:7 9 5 5 relu tanh RMSProp,0.664627347,0.713185529,0.09426032,0.469791287,0.1348976,0.817263648,0.252488661,0.181414838,0.5467022,0.130418365
Gaussian:7 7 3 3 tanh tanh RMSProp,0.664504707,0.115288492,0.13208999,0.25347726,0.607179197,0.660083131,0.304821377,0.502858443,0.750120986,0.347396955
Gaussian:7 Gaussian:7 3 3 5 tanh softmax AdaGrad,0.664477854,0.9141669,0.125577044,0.199447544,0.816561366,0.124017347,0.686818815,0.965661992,0.774441364,0.947469692
Gaussian:7 Gaussian:7 7 5 3 tanh sigmoid AdaGrad,0.6644087,0.946976349,0.893975179,0.152786421,0.568014298,0.951697139,0.584660399,0.466504512,0.030066076,0.352286078
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 tanh sigmoid AdaGrad,0.66402665,0.974262591,0.87935436,0.999359026,0.336108149,0.342240925,0.774312115,0.022200341,0.599291671,0.469835007
Gaussian:7 Gaussian:7 5 7 3 tanh tanh RMSProp,0.663933638,0.534715418,0.146303751,0.96441448,0.593300444,0.61899064,0.954924409,0.251903638,0.385182243,0.927192976
Gaussian:7 9 3 5 softmax relu AdaGrad,0.663660996,0.625267125,0.888766933,0.840610292,0.19642486,0.112934048,0.873324017,0.586617517,0.189601697,0.063834762
Gaussian:7 Gaussian:7 9 9 1 relu tanh RMSProp,0.663288078,0.690140912,0.668307369,0.036860529,0.817395791,0.884206027,0.572786627,0.441033598,0.132997841,0.716689114
Gaussian:7 Gaussian:7 Gaussian:7 7 9 3 relu relu Adam,0.663193814,0.123371922,0.488336848,0.383340783,0.06901896,0.046971977,0.200069903,0.15154701,0.007750934,0.957025958
Gaussian:7 Gaussian:7 9 9 3 softmax softmax Adam,0.66295281,0.714482949,0.310281785,0.521431306,0.369729068,0.545572752,0.52435624,0.129511335,0.463195534,0.396471015
Gaussian:7 Gaussian:7 5 3 3 sigmoid softmax Adam,0.662873858,0.624558048,0.055204019,0.829978253,0.072847527,0.044067655,0.157797756,0.36991141,0.330694593,0.730063064
Gaussian:7 Gaussian:7 Gaussian:7 9 3 1 softmax tanh AdaGrad,0.662833787,0.033712871,0.584965433,0.050095658,0.772880023,0.482122499,0.707872691,0.840059532,0.451623016,0.413038565
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 softmax tanh AdaGrad,0.662699302,0.979657138,0.530343872,0.843216837,0.479967108,0.987436606,0.459287965,0.91285578,0.935482227,0.491959786
Gaussian:7 5 9 1 softmax relu AdaGrad,0.662304763,0.493514309,0.087391615,0.84935584,0.714531928,0.075138674,0.182185174,0.626925195,0.341415369,0.966923649
Gaussian:7 Gaussian:7 Gaussian:7 5 5 5 sigmoid softmax RMSProp,0.662302371,0.506603098,0.044442609,0.171593951,0.583844995,0.956997671,0.983793607,0.774851439,0.835957004,0.230104505
Gaussian:7 Gaussian:7 Gaussian:7 9 5 1 softmax softmax Adam,0.661769779,0.99893798,0.440319696,0.165055142,0.048058656,0.598205534,0.607853391,0.784618802,0.933014775,0.411003108
Gaussian:7 Gaussian:7 5 7 1 tanh tanh AdaGrad,0.661520219,0.178814655,0.116886506,0.387289666,0.738190243,0.53538509,0.635528917,0.054878354,0.512371191,0.720025963
Gaussian:7 Gaussian:7 7 5 3 relu sigmoid Adam,0.661409927,0.810494385,0.322157715,0.458183089,0.119784638,0.704590403,0.897454368,0.536111605,0.315758193,0.021637153
Gaussian:7 7 9 1 relu softmax Adam,0.661005233,0.266986606,0.947137264,0.965811112,0.548464618,0.647635383,0.765458046,0.458143648,0.958829858,0.089922306
Gaussian:7 3 3 3 tanh softmax AdaGrad,0.660725829,0.490970735,0.847308143,0.977039563,0.262263539,0.066711376,0.212738747,0.406096985,0.693253117,0.270779008
Gaussian:7 Gaussian:7 Gaussian:7 7 3 3 relu relu RMSProp,0.660617883,0.936733538,0.963266793,0.500126773,0.559633299,0.853796645,0.789935148,0.588492467,0.401904539,0.381389163
Gaussian:7 Gaussian:7 3 3 5 softmax relu RMSProp,0.660505007,0.122341396,0.695293219,0.714883946,0.562135867,0.402251301,0.858375463,0.239694529,0.724570598,0.539164788
Gaussian:7 3 9 1 sigmoid softmax AdaGrad,0.660390349,0.528522235,0.274099935,0.812343923,0.426083865,0.942224038,0.537159031,0.257204469,0.152432132,0.210740243
Gaussian:7 5 3 5 relu sigmoid Adam,0.660114604,0.945651327,0.797834035,0.095585863,0.959753455,0.212225369,0.454673819,0.256106151,0.492934517,0.241552021
Gaussian:7 Gaussian:7 Gaussian:7 3 3 1 softmax sigmoid RMSProp,0.659966055,0.013490505,0.67879526,0.011392838,0.10672941,0.334780743,0.04254208,0.501416593,0.083985196,0.713218177
Gaussian:7 Gaussian:7 Gaussian:7 9 9 1 sigmoid relu AdaGrad,0.659634525,0.334176791,0.244571747,0.638459871,0.740706776,0.601896598,0.116832228,0.767387093,0.350099576,0.314083198
Gaussian:7 Gaussian:7 5 9 5 sigmoid tanh AdaGrad,0.65947454,0.004010761,0.532393958,0.261296829,0.421480038,0.751944433,0.050591738,0.873721393,0.267806205,0.84502153
Gaussian:7 Gaussian:7 Gaussian:7 7 7 3 sigmoid relu Adam,0.659426427,0.052586399,0.314224786,0.738062492,0.117862201,0.996812008,0.401207034,0.00880326,0.134549394,0.8599747
Gaussian:7 9 5 1 softmax relu RMSProp,0.659310581,0.004058885,0.140901186,0.024573819,0.157582826,0.612144806,0.352444405,0.986343499,0.216265979,0.55532777
Gaussian:7 Gaussian:7 Gaussian:7 3 7 5 tanh tanh AdaGrad,0.659169388,0.78307389,0.923157423,0.705304654,0.465523668,0.184960352,0.269515678,0.568210924,0.969757723,0.674323652
Gaussian:7 Gaussian:7 Gaussian:7 3 7 1 tanh sigmoid AdaGrad,0.658774906,0.471212992,0.587930248,0.273125116,0.628281506,0.357894415,0.202412037,0.615270688,0.999059526,0.245996961
Gaussian:7 7 7 1 softmax softmax RMSProp,0.658711337,0.610596233,0.091825811,0.38673302,0.85645383,0.717040429,0.329117503,0.92827278,0.412139922,0.152835724
Gaussian:7 3 7 1 tanh tanh RMSProp,0.658167901,0.563107036,0.837544999,0.15495677,0.739351535,0.875113456,0.876269502,0.117598363,0.185732374,0.784545266
Gaussian:7 7 3 3 sigmoid tanh Adam,0.657848684,0.508613259,0.025751082,0.182769319,0.617354515,0.190420694,0.505424665,0.903411839,0.18311627,0.899917343
Gaussian:7 3 5 5 softmax softmax AdaGrad,0.657740744,0.165472104,0.628019767,0.25107749,0.704966985,0.153163568,0.006003671,0.544647037,0.013184051,0.393475767
Gaussian:7 Gaussian:7 3 9 3 relu relu AdaGrad,0.65768718,0.417562561,0.09305013,0.397539711,0.299785858,0.398012336,0.695533142,0.517541643,0.743487587,0.818060059
Gaussian:7 7 9 5 tanh softmax Adam,0.65759609,0.776099423,0.692449585,0.336918318,0.482605285,0.124651242,0.171251644,0.899613604,0.314153393,0.879860153
Gaussian:7 5 7 1 sigmoid softmax AdaGrad,0.657402629,0.767317262,0.786120036,0.872500302,0.154452106,0.612900619,0.600846306,0.37967733,0.951428276,0.138850617
Gaussian:7 Gaussian:7 3 5 5 softmax relu Adam,0.657335412,0.187483673,0.290290734,0.941763822,0.677045791,0.490416583,0.30043504,0.695713653,0.530860469,0.479833931
Gaussian:7 3 5 3 relu softmax AdaGrad,0.657084142,0.906603938,0.657819357,0.301129192,0.27847958,0.253139183,0.48864583,0.26012111,0.558221693,0.745086137
Gaussian:7 Gaussian:7 Gaussian:7 9 3 1 softmax sigmoid AdaGrad,0.657021429,0.844685119,0.775418008,0.271472016,0.529176476,0.770599914,0.740045322,0.143525378,0.101394463,0.331899606
Gaussian:7 7 7 5 relu relu RMSProp,0.656908424,0.841435079,0.146890053,0.657298717,0.350661337,0.210185242,0.079508091,0.937904813,0.188068032,0.471782069
Gaussian:7 Gaussian:7 Gaussian:7 3 7 1 softmax softmax AdaGrad,0.656872642,0.459122708,0.810882425,0.662870441,0.458495356,0.902572272,0.677648646,0.444400027,0.921997648,0.505365891
Gaussian:7 3 9 3 tanh sigmoid Adam,0.656793859,0.54759685,0.403853384,0.014832409,0.312343302,0.509135525,0.418218549,0.922348469,0.65682801,0.362920818
Gaussian:7 Gaussian:7 Gaussian:7 3 5 5 tanh relu RMSProp,0.656756716,0.090570525,0.049931087,0.076830076,0.698569386,0.852440425,0.973304318,0.075402322,0.963426809,0.093326326
Gaussian:7 Gaussian:7 7 7 1 sigmoid sigmoid Adam,0.656439322,0.095500989,0.765189743,0.883312824,0.080632144,0.600664025,0.835972595,0.171914783,0.156865859,0.233699969
Gaussian:7 Gaussian:7 5 5 1 sigmoid tanh AdaGrad,0.656410602,0.493862015,0.610522012,0.526926792,0.873870969,0.302841738,0.779390085,0.71361123,0.271575539,0.268419069
Gaussian:7 Gaussian:7 Gaussian:7 9 7 1 tanh sigmoid RMSProp,0.656029242,0.019119593,0.41636727,0.978930504,0.621602767,0.747571131,0.680841941,0.860487742,0.068338837,0.678431058
Gaussian:7 Gaussian:7 7 7 5 sigmoid relu RMSProp,0.655575491,0.256302628,0.018316698,0.273479089,0.831091268,0.890943119,0.253527467,0.132833039,0.295219112,0.342812088
Gaussian:7 9 7 1 softmax tanh Adam,0.655074187,0.003405081,0.090791606,0.500532572,0.055737397,0.174943016,0.725513477,0.486594637,0.195008815,0.617590778
Gaussian:7 Gaussian:7 Gaussian:7 9 9 5 tanh sigmoid Adam,0.6550585,0.14829285,0.652092486,0.697511655,0.464216776,0.789496228,0.425387703,0.14056564,0.208810035,0.728331525
Gaussian:7 5 9 1 tanh tanh Adam,0.654892121,0.936943685,0.83733296,0.164274589,0.098567842,0.07593081,0.360151278,0.8133014,0.522601948,0.701696647
Gaussian:7 7 9 5 softmax sigmoid Adam,0.654818739,0.892154341,0.806915864,0.841048417,0.451821424,0.023263851,0.008806541,0.428009029,0.703731113,0.519422095
Gaussian:7 5 3 1 tanh tanh AdaGrad,0.654799022,0.100777103,0.126034409,0.338327437,0.094342475,0.004057862,0.237659706,0.979502358,0.623279762,0.773714562
Gaussian:7 Gaussian:7 5 7 3 sigmoid tanh RMSProp,0.654600054,0.340630139,0.61684914,0.203307379,0.635559825,0.265990886,0.080966051,0.084018777,0.248192615,0.423256847
Gaussian:7 9 5 3 sigmoid sigmoid Adam,0.654107711,0.570197266,0.582804432,0.984496348,0.245269066,0.016921591,0.26252151,0.76762421,0.419900601,0.879777461
Gaussian:7 Gaussian:7 3 3 5 relu relu Adam,0.653898137,0.632971322,0.139916301,0.934524006,0.827224149,0.564192627,0.442654745,0.094535228,0.589398301,0.174177066
Gaussian:7 7 5 1 relu tanh AdaGrad,0.653741554,0.529783418,0.745046962,0.985607164,0.747029332,0.677998455,0.13311785,0.343471627,0.29398358,0.692166289
Gaussian:7 Gaussian:7 9 7 3 tanh relu AdaGrad,0.653675737,0.626572215,0.05822199,0.029929539,0.684328286,0.964488862,0.999473011,0.602656478,0.698491718,0.483806512
Gaussian:7 Gaussian:7 Gaussian:7 7 5 1 relu softmax RMSProp,0.653591782,0.153458576,0.485369804,0.375644439,0.414522686,0.554026147,0.267006123,0.866139191,0.209156772,0.732036682
Gaussian:7 Gaussian:7 3 5 3 tanh relu RMSProp,0.653483804,0.908066016,0.855535751,0.687671465,0.128972185,0.448890052,0.591714384,0.111217396,0.491811837,0.809802161
Gaussian:7 3 7 3 softmax softmax Adam,0.653377672,0.411042941,0.575379539,0.558249957,0.233565304,0.5799805,0.158183159,0.190900725,0.509433377,0.968208834
Gaussian:7 9 7 3 tanh sigmoid RMSProp,0.653211959,0.157161038,0.607924732,0.041933774,0.879686953,0.336226433,0.870737193,0.086318006,0.843972553,0.325951407
Gaussian:7 Gaussian:7 5 9 1 tanh tanh RMSProp,0.65294576,0.97335619,0.134898975,0.046219024,0.805676972,0.997358321,0.174412015,0.470791498,0.789360977,0.885837384
Gaussian:7 5 3 3 softmax softmax Adam,0.65282479,0.024541429,0.73106407,0.010694358,0.66978032,0.687289224,0.159487132,0.337940031,0.106495868,0.332005914
Gaussian:7 Gaussian:7 3 3 1 sigmoid softmax AdaGrad,0.652767866,0.439590334,0.374178077,0.114225904,0.262493705,0.052770657,0.625660746,0.536382718,0.097435442,0.876109976
Gaussian:7 Gaussian:7 9 7 5 relu relu RMSProp,0.652646582,0.293561601,0.249473932,0.715812921,0.206444864,0.988414215,0.13058927,0.630986663,0.825765348,0.340224896
Gaussian:7 7 7 5 sigmoid tanh AdaGrad,0.652401017,0.295162391,0.495571091,0.651383981,0.350603647,0.43734514,0.015112825,0.062814361,0.466069798,0.12803244
Gaussian:7 9 9 3 tanh sigmoid RMSProp,0.652124972,0.078133111,0.456038348,0.653255619,0.230125639,0.87873273,0.132127034,0.390735664,0.724392491,0.477985042
Gaussian:7 Gaussian:7 Gaussian:7 9 5 3 tanh relu Adam,0.651949172,0.590154802,0.350274931,0.796906565,0.881389545,0.356293781,0.40654181,0.848941453,0.791509354,0.36288349
Gaussian:7 Gaussian:7 Gaussian:7 5 9 3 relu softmax RMSProp,0.651711521,0.148684392,0.880869417,0.581292474,0.701284421,0.236075882,0.758180318,0.941908297,0.591663864,0.583528895
Gaussian:7 Gaussian:7 Gaussian:7 7 5 3 softmax sigmoid RMSProp,0.651648595,0.579282973,0.883226956,0.523937061,0.423947411,0.397865066,0.47251216,0.679200811,0.599921355,0.717303325
Gaussian:7 Gaussian:7 Gaussian:7 5 7 5 tanh relu Adam,0.65160081,0.01236361,0.514703567,0.093214782,0.935757445,0.606598856,0.721326062,0.522378437,0.789288049,0.879978557
Gaussian:7 Gaussian:7 9 7 1 sigmoid sigmoid AdaGrad,0.651289733,0.115023708,0.379101506,0.843717423,0.94238836,0.029922163,0.009855554,0.670817932,0.087686217,0.530199978
Gaussian:7 Gaussian:7 9 5 3 softmax relu Adam,0.651124424,0.987804886,0.145577625,0.401271631,0.400858011,0.990093996,0.976817993,0.474821717,0.117894086,0.252131895
Gaussian:7 Gaussian:7 5 9 1 softmax tanh RMSProp,0.65078798,0.821259565,0.514862413,0.034101848,0.196170865,0.313383777,0.373938086,0.422256407,0.538321413,0.582696433
Gaussian:7 Gaussian:7 7 3 3 relu softmax AdaGrad,0.650431825,0.910912121,0.147040229,0.091586981,0.544227432,0.271566936,0.814973042,0.436046624,0.922689457,0.791941868
Gaussian:7 Gaussian:7 3 7 1 relu tanh Adam,0.650359572,0.911242813,0.694982152,0.365731993,0.077371723,0.961109442,0.264982808,0.573610432,0.29914437,0.258525218
Gaussian:7 Gaussian:7 9 9 1 relu sigmoid Adam,0.65030631,0.582246872,0.620920065,0.957593205,0.219259914,0.511878421,0.844175843,0.068418895,0.619661543,0.179794719
Gaussian:7 7 3 3 softmax relu RMSProp,0.650095251,0.660613482,0.91108727,0.927837619,0.838320866,0.647667102,0.032333727,0.882370573,0.115879087,0.67711946
Gaussian:7 Gaussian:7 Gaussian:7 9 5 5 sigmoid tanh AdaGrad,0.649852799,0.531464587,0.031665536,0.781783568,0.312869893,0.509270922,0.744908958,0.637903069,0.390140056,0.938796905
Gaussian:7 Gaussian:7 Gaussian:7 7 9 3 softmax tanh RMSProp,0.649801165,0.946739432,0.887411818,0.24733311,0.54896715,0.225145415,0.557241818,0.640686144,0.152511786,0.98036417
Gaussian:7 Gaussian:7 9 9 3 sigmoid relu AdaGrad,0.649171832,0.643913374,0.243813894,0.885616968,0.895573317,0.701563263,0.734148428,0.340440709,0.726836836,0.611091704
Gaussian:7 9 7 1 tanh tanh AdaGrad,0.649119184,0.749615828,0.584877631,0.890553804,0.820226747,0.911809089,0.743712698,0.313370871,0.692989739,0.156238578
Gaussian:7 Gaussian:7 Gaussian:7 3 3 3 softmax softmax Adam,0.648693577,0.186207022,0.512783002,0.518797881,0.773917151,0.176617145,0.570634008,0.45252996,0.090887848,0.09755737
Gaussian:7 7 9 5 sigmoid sigmoid Adam,0.648618444,0.472155848,0.476804795,0.092140925,0.723911136,0.000907642,0.800471023,0.783877767,0.810279681,0.189984115
Gaussian:7 Gaussian:7 Gaussian:7 7 7 3 tanh tanh AdaGrad,0.648584766,0.577194609,0.281241496,0.028570554,0.493428187,0.361479292,0.081687912,0.481187547,0.933708828,0.14170714
Gaussian:7 Gaussian:7 5 7 3 softmax tanh RMSProp,0.648397642,0.462108092,0.616408437,0.346377788,0.799526763,0.110244191,0.087173436,0.193115318,0.411308284,0.83243151
Gaussian:7 Gaussian:7 Gaussian:7 9 7 5 softmax relu Adam,0.648230712,0.346178976,0.86374701,0.213307948,0.494040906,0.160833859,0.365918377,0.717242901,0.951429092,0.879980208
Gaussian:7 Gaussian:7 3 7 3 softmax sigmoid AdaGrad,0.648131513,0.367700381,0.751223699,0.605425127,0.046286731,0.956677963,0.443732778,0.946560766,0.665554548,0.675602169
Gaussian:7 Gaussian:7 5 3 1 softmax relu Adam,0.647995889,0.547037209,0.890416634,0.038065097,0.046250675,0.70596293,0.40905472,0.920674131,0.709879918,0.126949092
Gaussian:7 3 7 5 relu softmax RMSProp,0.647743236,0.428291836,0.116889884,0.29000131,0.381091978,0.434043816,0.92680117,0.787918753,0.280403223,0.597150969
Gaussian:7 3 3 3 softmax relu Adam,0.647714552,0.745425756,0.034808378,0.177747898,0.773394311,0.430875312,0.000369362,0.15036286,0.365430215,0.10944227
Gaussian:7 Gaussian:7 9 5 1 relu sigmoid Adam,0.647652082,0.389147964,0.29310462,0.64883184,0.818537729,0.659086957,0.130699092,0.131466628,0.27420724,0.835291183
Gaussian:7 Gaussian:7 Gaussian:7 3 5 5 relu relu RMSProp,0.647477538,0.764327393,0.192630271,0.920174994,0.721910881,0.598249977,0.021491123,0.500426057,0.95268139,0.885863131
