CONS_NO,DATA_DATE,KWH
109,2015/1/7,5
109,2015/1/8,3.08
109,2015/1/9,0.71
109,2015/1/10,2.08
109,2015/1/11,3.24
109,2015/1/12,1.95
109,2015/1/13,6.02
109,2015/1/14,3.52
109,2015/1/15,4.25
109,2015/1/16,3.97
109,2015/1/17,1.9
109,2015/1/18,4.12
109,2015/1/19,3.7
109,2015/1/20,3.63
109,2015/1/21,4.15
109,2015/1/22,7.03
109,2015/1/23,4.49
109,2015/1/24,6.23
109,2015/1/25,4.99
109,2015/1/26,4.1
109,2015/1/27,3.22
109,2015/1/28,3.86
109,2015/1/29,4.2
109,2015/1/30,4.32
109,2015/1/31,2.53
109,2015/2/1,2.66
109,2015/2/2,5.77
109,2015/2/3,2.81
109,2015/2/4,2.17
109,2015/2/5,2.04
109,2015/2/6,1.8
109,2015/2/7,2.62
109,2015/2/8,2.17
109,2015/2/9,1.44
109,2015/2/10,4.3
109,2015/2/11,2.41
109,2015/2/12,3.07
109,2015/2/13,4.56
109,2015/2/14,2.36
109,2015/2/15,3.95
109,2015/2/16,0
109,2015/2/17,0
109,2015/2/18,0
109,2015/2/19,0
109,2015/2/20,0
109,2015/2/21,0
109,2015/2/22,0
109,2015/2/23,0
109,2015/2/24,0
109,2015/2/25,3.44
109,2015/2/26,1.55
109,2015/2/27,1.52
109,2015/2/28,4.87
109,2015/3/1,3.94
109,2015/3/2,3.25
109,2015/3/3,3.28
109,2015/3/4,3.1
109,2015/3/5,4.25
109,2015/3/6,4.22
109,2015/3/7,2.09
109,2015/3/8,3.8
109,2015/3/9,2.9
109,2015/3/10,4.37
109,2015/3/11,4.53
109,2015/3/12,2.82
109,2015/3/13,1.67
109,2015/3/14,5.87
109,2015/3/15,5.9
109,2015/3/16,3.63
109,2015/3/17,1.92
109,2015/3/18,1.45
109,2015/3/19,0.58
109,2015/3/20,3.29
109,2015/3/21,8.07
109,2015/3/22,8.72
109,2015/3/23,2.66
109,2015/3/24,2.64
109,2015/3/25,2.06
109,2015/3/26,2.4
109,2015/3/27,2.58
109,2015/3/28,4.02
109,2015/3/29,8.43
109,2015/3/30,1.92
109,2015/3/31,11.83
109,2015/4/1,10.29
109,2015/4/2,5.39
109,2015/4/3,3.62
109,2015/4/4,2.32
109,2015/4/5,3.34
109,2015/4/6,4.53
109,2015/4/7,4.76
109,2015/4/8,5.17
109,2015/4/9,10.47
109,2015/4/10,4.37
109,2015/4/11,6.02
109,2015/4/12,6.81
109,2015/4/13,3.87
109,2015/4/14,3.97
109,2015/4/15,3.14
109,2015/4/16,2.85
109,2015/4/17,5.2
109,2015/4/18,5.05
109,2015/4/19,5.16
109,2015/4/20,2.91
109,2015/4/21,2.29
109,2015/4/22,2.38
109,2015/4/23,3.43
109,2015/4/24,2.07
109,2015/4/25,5.21
109,2015/4/26,6.58
109,2015/4/27,1.77
109,2015/4/28,3.86
109,2015/4/29,1.47
109,2015/4/30,2.96
109,2015/5/1,0.63
109,2015/5/2,0.62
109,2015/5/3,2.68
109,2015/5/4,4.64
109,2015/5/5,2.82
109,2015/5/6,3.52
109,2015/5/7,2.38
109,2015/5/8,3.18
109,2015/5/9,4.45
109,2015/5/10,5.01
109,2015/5/11,4.62
109,2015/5/12,4.13
109,2015/5/13,4.12
109,2015/5/14,3.27
109,2015/5/15,4.54
109,2015/5/21,3.29
109,2015/5/22,2.86
109,2015/5/23,5.02
109,2015/5/24,7.1
109,2015/5/25,9.12
109,2015/5/26,4.87
109,2015/5/27,5.49
109,2015/5/28,6.06
109,2015/5/29,1.95
109,2015/5/30,10.1
109,2015/5/31,6.47
109,2015/6/1,3.98
109,2015/6/2,4.16
109,2015/6/3,7.02
109,2015/6/4,2.44
109,2015/6/5,1.76
109,2015/6/6,2.65
109,2015/6/7,2.53
109,2015/6/8,3.23
109,2015/6/9,7.41
109,2015/6/11,6.93
109,2015/6/12,6.61
109,2015/6/13,6.13
109,2015/6/14,9.08
109,2015/6/15,4.21
109,2015/6/16,3.85
109,2015/6/17,3.8
109,2015/6/18,4.79
109,2015/6/19,9.38
109,2015/6/20,5.22
109,2015/6/21,5.81
109,2015/6/22,6.18
109,2015/6/23,5.62
109,2015/6/24,4.79
109,2015/6/25,3.39
109,2015/6/26,3.02
109,2015/6/27,5
109,2015/6/28,4.47
109,2015/6/29,3.74
109,2015/6/30,3.9
109,2015/7/1,5.5
109,2015/7/2,4.95
109,2015/7/3,3.2
109,2015/7/4,4.3
109,2015/7/5,8.05
109,2015/7/6,5.28
109,2015/7/7,7.48
109,2015/7/8,4.95
109,2015/7/9,5.46
109,2015/7/10,3.56
109,2015/7/11,5.67
109,2015/7/12,9.61
109,2015/7/13,6.45
109,2015/7/14,8.54
109,2015/7/15,5.24
109,2015/7/16,2.54
109,2015/7/17,5.41
109,2015/7/18,3.4
109,2015/7/19,4.44
109,2015/7/20,4.94
109,2015/7/21,3.54
109,2015/7/22,5.34
109,2015/7/23,3.16
109,2015/7/24,3.63
109,2015/7/25,15.86
109,2015/7/26,16.36
109,2015/7/27,9.2
109,2015/7/28,10.11
109,2015/7/29,9.48
109,2015/7/30,10.36
109,2015/7/31,7.49
109,2015/8/1,9.42
109,2015/8/2,13.04
109,2015/8/3,6.86
109,2015/8/4,7.52
109,2015/8/5,5.08
109,2015/8/6,5.69
109,2015/8/7,5.65
109,2015/8/8,10.64
109,2015/8/9,6.46
109,2015/8/10,8.31
109,2015/8/11,5.7
109,2015/8/12,6.67
109,2015/8/13,6
109,2015/8/14,6.82
109,2015/8/15,7.45
109,2015/8/16,11.46
109,2015/8/17,3.43
109,2015/8/18,4.13
109,2015/8/19,4.46
109,2015/8/20,4.86
109,2015/8/21,5.75
109,2015/8/22,4.7
109,2015/8/23,4.29
109,2015/8/24,4.26
109,2015/8/25,3.39
109,2015/8/26,3.04
109,2015/8/27,3.21
109,2015/8/28,3.48
109,2015/8/29,4.51
109,2015/8/30,5.39
109,2015/8/31,3.29
109,2015/9/1,3.58
109,2015/9/2,3.84
109,2015/9/3,3.36
109,2015/9/4,6.36
109,2015/9/5,6.01
109,2015/9/6,2.94
109,2015/9/7,3.38
109,2015/9/8,2.67
109,2015/9/9,2.95
109,2015/9/10,2.56
109,2015/9/11,1.62
109,2015/9/12,3.03
109,2015/9/13,2.09
109,2015/9/14,3.49
109,2015/9/15,3.56
109,2015/9/16,2.98
109,2015/9/17,2.55
109,2015/9/18,2.54
109,2015/9/19,4.11
109,2015/9/20,3.48
109,2015/9/21,3.18
109,2015/9/22,2.55
109,2015/9/23,2.62
109,2015/9/24,3.65
109,2015/9/25,2.8
109,2015/9/26,3.78
109,2015/9/27,4.23
109,2015/9/28,2.24
109,2015/9/29,2.08
109,2015/9/30,3.53
109,2015/10/1,1.82
109,2015/10/2,0.52
109,2015/10/3,0.52
109,2015/10/4,0.51
109,2015/10/5,0.52
109,2015/10/6,3.56
109,2015/10/7,5.42
109,2015/10/8,3.42
109,2015/10/9,2.81
109,2015/10/10,2.31
109,2015/10/11,4.78
109,2015/10/12,2.74
109,2015/10/13,2.92
109,2015/10/14,5.43
109,2015/10/15,3.09
109,2015/10/16,3.13
109,2015/10/17,3.05
109,2015/10/18,2.27
109,2015/10/19,3.66
109,2015/10/20,2.95
109,2015/10/21,2.17
109,2015/10/22,4.67
109,2015/10/23,3.03
109,2015/10/24,1.85
109,2015/10/25,4.29
109,2015/10/26,3.02
109,2015/10/27,4.13
109,2015/10/28,3.82
109,2015/10/29,2.38
109,2015/10/30,0.46
109,2015/10/31,0.46
109,2015/11/1,5.17
109,2015/11/2,3.55
109,2015/11/3,4.28
109,2015/11/4,9.1
109,2015/11/5,3.04
109,2015/11/6,3.26
109,2015/11/7,10.95
109,2015/11/8,6.18
109,2015/11/9,4.02
109,2015/11/10,6.35
109,2015/11/11,3.23
109,2015/11/12,3.76
109,2015/11/13,4.32
109,2015/11/14,4.51
109,2015/11/15,4.88
109,2015/11/16,3.96
109,2015/11/17,2.55
109,2015/11/18,2.98
109,2015/11/19,3.49
109,2015/11/20,3.29
109,2015/11/21,7.61
109,2015/11/22,4.67
109,2015/11/23,2.41
109,2015/11/24,3.08
109,2015/11/25,3.23
109,2015/11/26,3.51
109,2015/11/27,3.49
109,2015/11/28,3.11
109,2015/11/29,6.06
109,2015/11/30,2.76
109,2015/12/1,3.16
109,2015/12/2,3.61
109,2015/12/3,4
109,2015/12/4,3.5
109,2015/12/5,3.2
109,2015/12/6,6.5
109,2015/12/7,2.67
109,2015/12/8,2.9
109,2015/12/9,3.73
109,2015/12/10,2.76
109,2015/12/11,2.17
109,2015/12/12,5.62
109,2015/12/13,2.88
109,2015/12/14,5.08
109,2015/12/15,2.24
109,2015/12/16,3.31
109,2015/12/17,4.4
109,2015/12/18,3.12
109,2015/12/19,5.28
109,2015/12/20,5.53
109,2015/12/21,3.13
109,2015/12/22,3.89
109,2015/12/23,2.52
109,2015/12/24,4.25
109,2015/12/25,4.3
109,2015/12/26,5.1
109,2015/12/27,4.8
109,2015/12/28,2.98
109,2015/12/29,3.59
109,2015/12/30,2.82
109,2015/12/31,4.24
109,2016/1/1,4.46
109,2016/1/2,4.82
109,2016/1/3,4.32
109,2016/1/4,2.78
109,2016/1/5,3.49
109,2016/1/6,5.04
109,2016/1/7,2.97
109,2016/1/8,2.41
109,2016/1/9,2.15
109,2016/1/10,3.94
109,2016/1/11,3.37
109,2016/1/12,3.99
109,2016/1/13,3.53
109,2016/1/14,3
109,2016/1/15,3.18
109,2016/1/16,4.35
109,2016/1/17,6.37
109,2016/1/18,2.89
109,2016/1/19,2.59
109,2016/1/20,1.89
109,2016/1/21,3.28
109,2016/1/22,2.4
109,2016/1/23,5.76
109,2016/1/24,2.6
109,2016/1/25,3.6
109,2016/1/26,4.06
109,2016/1/27,3.07
109,2016/1/28,4.85
109,2016/1/29,2.91
109,2016/1/30,3.75
109,2016/1/31,4.53
109,2016/2/1,5.27
109,2016/2/2,4.81
109,2016/2/3,4.29
109,2016/2/4,4.93
109,2016/2/5,3.83
109,2016/2/6,0.31
109,2016/2/7,0.3
109,2016/2/8,0.3
109,2016/2/9,0.3
109,2016/2/10,0
109,2016/2/11,0
109,2016/2/12,0.31
109,2016/2/13,0.29
109,2016/2/14,5.74
109,2016/2/15,3.54
109,2016/2/16,3.48
109,2016/2/17,3.49
109,2016/2/18,1.97
109,2016/2/19,2.97
109,2016/2/20,4.57
109,2016/2/21,5.53
109,2016/2/22,3.4
109,2016/2/23,2.32
109,2016/2/24,2.6
109,2016/2/25,4.64
109,2016/2/26,2.32
109,2016/2/27,7.49
109,2016/2/28,3.82
109,2016/2/29,3.27
109,2016/3/1,2.6
109,2016/3/2,4.25
109,2016/3/3,2.41
109,2016/3/4,2.59
109,2016/3/5,5.6
109,2016/3/6,3.88
109,2016/3/7,2.94
109,2016/3/8,2.1
109,2016/3/9,4.34
109,2016/3/10,2.49
109,2016/3/11,2.23
109,2016/3/12,5.21
109,2016/3/13,6.72
109,2016/3/14,2.49
109,2016/3/15,2.53
109,2016/3/16,5.93
109,2016/3/17,4.57
109,2016/3/18,3.41
109,2016/3/19,3.3
109,2016/3/20,6.45
109,2016/3/21,3
109,2016/3/22,2.94
109,2016/3/23,2.56
109,2016/3/24,4.04
109,2016/3/25,3.07
109,2016/3/26,6.25
109,2016/3/27,4.84
109,2016/3/28,3.96
109,2016/3/29,4.11
109,2016/3/30,4.3
109,2016/3/31,3.58
109,2016/4/1,1.98
109,2016/4/2,2.77
109,2016/4/3,0.49
109,2016/4/4,3.24
109,2016/4/5,3.97
109,2016/4/6,4.99
109,2016/4/7,4.4
109,2016/4/8,2.78
109,2016/4/9,3.15
109,2016/4/10,7.37
109,2016/4/11,2.44
109,2016/4/12,3.14
109,2016/4/13,3.22
109,2016/4/14,4.15
109,2016/4/15,2.53
109,2016/4/16,2.86
109,2016/4/17,4.92
109,2016/4/18,4.55
109,2016/4/19,2.84
109,2016/4/20,4.12
109,2016/4/21,4.2
109,2016/4/22,1.29
109,2016/4/23,0.53
109,2016/4/24,8.34
109,2016/4/25,3.5
109,2016/4/26,3.83
109,2016/4/27,2.68
109,2016/4/28,3.26
109,2016/4/29,3.69
109,2016/4/30,0.56
109,2016/5/1,0.58
109,2016/5/2,4.46
109,2016/5/3,3.36
109,2016/5/4,3.35
109,2016/5/5,3.02
109,2016/5/6,3.22
109,2016/5/7,3.97
109,2016/5/8,4.81
109,2016/5/9,3.1
109,2016/5/10,4.25
109,2016/5/11,2.97
109,2016/5/12,3.19
109,2016/5/13,2.22
109,2016/5/14,2.98
109,2016/5/15,2.58
109,2016/5/16,5.03
109,2016/5/17,4.59
109,2016/5/18,2.36
109,2016/5/19,2
109,2016/5/20,2.7
109,2016/5/21,5.18
109,2016/5/22,3.64
109,2016/5/23,3.84
109,2016/5/24,NA
109,2016/5/27,NA
109,2016/6/3,NA
109,2016/6/6,3.93
109,2016/6/7,2.64
109,2016/6/8,1.51
109,2016/6/9,2.64
109,2016/6/10,0.61
109,2016/6/11,3.48
109,2016/6/12,2.92
109,2016/6/13,3.85
109,2016/6/14,3.55
109,2016/6/15,3.79
109,2016/6/16,4.42
109,2016/6/17,3.8
109,2016/6/18,9.09
109,2016/6/19,2.86
109,2016/6/20,5.12
109,2016/6/21,6.49
109,2016/6/22,7.18
109,2016/6/23,6.98
109,2016/6/24,3.37
109,2016/6/25,6.22
109,2016/6/26,11.44
109,2016/6/27,5.32
109,2016/6/28,2.97
109,2016/6/29,4.35
109,2016/6/30,6.22
109,2016/7/1,4.79
109,2016/7/2,2.15
109,2016/7/3,2.56
109,2016/7/4,6.73
109,2016/7/5,1.6
109,2016/7/6,7.33
109,2016/7/7,3.91
109,2016/7/8,3.98
109,2016/7/9,3.12
109,2016/7/10,3.67
109,2016/7/11,3.42
109,2016/7/12,4.37
109,2016/7/13,3.67
109,2016/7/14,1.01
109,2016/7/15,2.15
109,2016/7/16,5.77
109,2016/7/17,9.57
109,2016/7/18,6.65
109,2016/7/19,2.24
109,2016/7/20,4.53
109,2016/7/21,3.79
109,2016/7/22,3.94
109,2016/7/23,8.18
109,2016/7/24,12.39
109,2016/7/25,3.44
109,2016/7/26,4.07
109,2016/7/27,2.18
109,2016/7/28,2.26
109,2016/7/29,7.38
109,2016/7/30,6.64
109,2016/7/31,4.9
109,2016/8/1,2.24
109,2016/8/2,1.63
109,2016/8/3,3.84
109,2016/8/4,2.69
109,2016/8/5,0.97
109,2016/8/6,0.6
109,2016/8/7,0.61
109,2016/8/8,3.47
109,2016/8/9,3.49
109,2016/8/10,6.1
109,2016/8/11,3.65
109,2016/8/12,7.86
109,2016/8/13,7.66
109,2016/8/14,11.07
109,2016/8/15,5.12
109,2016/8/16,5.15
109,2016/8/17,15.57
109,2016/8/18,3.48
109,2016/8/19,7.23
109,2016/8/20,8.25
109,2016/8/21,1.94
109,2016/8/22,2.21
109,2016/8/23,3.21
109,2016/8/24,5.35
109,2016/8/25,2.54
109,2016/8/26,2.48
109,2016/8/27,2.46
109,2016/8/28,2.78
109,2016/8/29,2.64
109,2016/8/30,2.94
109,2016/8/31,2.8
109,2016/9/2,1.92
109,2016/9/3,3.22
109,2016/9/4,2.17
109,2016/9/5,2.73
109,2016/9/6,4.12
109,2016/9/7,1.73
109,2016/9/8,1.75
109,2016/9/9,2.72
109,2016/9/10,1.97
109,2016/9/11,0.57
109,2016/9/12,0.58
109,2016/9/13,1.02
109,2016/9/14,0.56
109,2016/9/15,0.57
109,2016/9/16,0.57
109,2016/9/17,0.57
109,2016/9/18,1.9
109,2016/9/19,1.67
109,2016/9/20,2.02
109,2016/9/21,1.53
109,2016/9/22,3.31
109,2016/9/23,3.82
109,2016/9/24,2.81
109,2016/9/25,3.06
109,2016/9/26,2.73
109,2016/9/27,2.66
109,2016/9/28,1.85
109,2016/9/29,3.55
109,2016/9/30,1.9
109,2016/10/1,0.51
109,2016/10/2,0.52
109,2016/10/3,1.74
109,2016/10/4,0.53
109,2016/10/5,0.52
109,2016/10/6,0.51
109,2016/10/7,3.05
109,2016/10/8,4.3
109,2016/10/9,2.83
109,2016/10/10,2.64
109,2016/10/11,4.54
109,2016/10/12,2.87
109,2016/10/13,3.04
109,2016/10/14,2.97
109,2016/10/15,4.62
109,2016/10/16,3.64
109,2016/10/17,3.85
109,2016/10/18,3.61
109,2016/10/19,2.12
109,2016/10/20,3.92
109,2016/10/21,1.8
109,2016/10/22,1.11
109,2016/10/23,2.54
109,2016/10/24,2.07
109,2016/10/25,2.02
109,2016/10/26,3.13
109,2016/10/27,3.21
109,2016/10/28,2.35
109,2016/10/29,NA
109,2016/11/4,3.27
109,2016/11/5,2.53
109,2016/11/6,4.73
109,2016/11/7,3.14
109,2016/11/8,4.16
109,2016/11/9,3.31
109,2016/11/10,2.85
109,2016/11/11,2.63
109,2016/11/12,1.25
109,2016/11/13,4.6
109,2016/11/14,2.96
109,2016/11/15,4.46
109,2016/11/16,3.12
109,2016/11/17,4.4
109,2016/11/18,3.44
109,2016/11/19,2.7
109,2016/11/20,5.26
109,2016/11/21,2.9
109,2016/11/22,3.17
109,2016/11/23,2.65
109,2016/11/24,1.83
109,2016/11/25,1.28
109,2016/11/26,3.51
109,2016/11/27,4.95
109,2016/11/28,2.61
109,2016/11/29,3.54
109,2016/11/30,3.01
109,2016/12/1,3.66
109,2016/12/2,2.28
109,2016/12/3,4.96
109,2016/12/4,4.22
109,2016/12/5,2.73
109,2016/12/6,2.96
109,2016/12/7,3.25
109,2016/12/8,4.42
109,2016/12/9,2.61
109,2016/12/10,3.07
109,2016/12/11,3.94
109,2016/12/12,2.96
109,2016/12/13,3.88
109,2016/12/14,3.46
109,2016/12/15,4.53
109,2016/12/16,1.84
109,2016/12/17,1.27
109,2016/12/18,5.23
109,2016/12/19,2.8
109,2016/12/20,4.01
109,2016/12/21,3.41
109,2016/12/22,2.3
109,2016/12/23,3.53
109,2016/12/24,2.9
109,2016/12/25,3.85
109,2016/12/26,4.53
109,2016/12/27,3.43
109,2016/12/28,3.77
109,2016/12/30,4.12
109,2016/12/31,1.12
109,2017/1/1,1.1
109,2017/1/2,4.23
109,2017/1/3,3.58
109,2017/1/4,1.35
109,2017/1/5,0.48
109,2017/1/6,0.48
109,2017/1/7,0.67
109,2017/1/8,0.61
109,2017/1/9,0.09
109,2017/1/10,0.09
109,2017/1/11,0.1
109,2017/1/12,0.09
109,2017/1/13,0.09
109,2017/1/14,0.1
109,2017/1/15,0.09
109,2017/1/16,0.09
109,2017/1/17,0.09
109,2017/1/18,0.1
109,2017/1/19,0.09
109,2017/1/20,0.09
109,2017/1/21,0.15
109,2017/1/22,0.09
109,2017/1/23,0.09
109,2017/1/24,0.1
109,2017/1/25,0.09
109,2017/1/26,0.1
109,2017/1/27,0.09
109,2017/1/28,0.1
109,2017/1/29,0.09
109,2017/1/30,0.09
109,2017/1/31,0.1
109,2017/2/1,0.09
109,2017/2/2,0.1
109,2017/2/3,0.09
109,2017/2/4,0.09
109,2017/2/5,0.09
109,2017/2/6,0.1
109,2017/2/7,0.09
110,2015/1/1,2.66
110,2015/1/2,3.28
110,2015/1/3,3.32
110,2015/1/4,3.41
110,2015/1/5,4.01
110,2015/1/6,4.33
110,2015/1/7,3.99
110,2015/1/8,4.56
110,2015/1/9,3.69
110,2015/1/10,3.56
110,2015/1/11,2.81
110,2015/1/12,4.11
110,2015/1/13,4.57
110,2015/1/14,4.79
110,2015/1/15,3.96
110,2015/1/16,3.01
110,2015/1/17,2.89
110,2015/1/18,2.98
110,2015/1/19,3.43
110,2015/1/20,3.11
110,2015/1/21,3.75
110,2015/1/22,4.2
110,2015/1/23,5.84
110,2015/1/24,6.07
110,2015/1/25,6.25
110,2015/1/26,4.54
110,2015/1/27,5.01
110,2015/1/28,5.79
110,2015/1/29,4.41
110,2015/1/30,4.46
110,2015/1/31,4.19
110,2015/2/1,3.68
110,2015/2/2,4.02
110,2015/2/3,4.24
110,2015/2/4,4.45
110,2015/2/5,4.41
110,2015/2/6,3.58
110,2015/2/7,3.66
110,2015/2/8,3.83
110,2015/2/9,4.03
110,2015/2/10,4.14
110,2015/2/11,3.38
110,2015/2/12,3.68
110,2015/2/13,3.13
110,2015/2/14,3.84
110,2015/2/15,3.49
110,2015/2/16,2.25
110,2015/2/17,0
110,2015/2/18,0
110,2015/2/19,0
110,2015/2/20,0
110,2015/2/21,0.65
110,2015/2/22,3.16
110,2015/2/23,3.89
110,2015/2/24,4.33
110,2015/2/25,3.97
110,2015/2/26,3.19
110,2015/2/27,4.46
110,2015/2/28,3.27
110,2015/3/1,2.99
110,2015/3/2,4.3
110,2015/3/3,3.33
110,2015/3/4,3.44
110,2015/3/5,3.38
110,2015/3/6,3.11
110,2015/3/7,4.52
110,2015/3/8,3.3
110,2015/3/9,4.29
110,2015/3/10,4.75
110,2015/3/11,4.71
110,2015/3/12,3.79
110,2015/3/13,4.63
110,2015/3/14,4.2
110,2015/3/15,4.09
110,2015/3/16,5.12
110,2015/3/17,4.58
110,2015/3/18,5.13
110,2015/3/19,4.53
110,2015/3/20,4.82
110,2015/3/21,4.01
110,2015/3/22,3.37
110,2015/3/23,4.47
110,2015/3/24,5.24
110,2015/3/25,6.02
110,2015/3/26,4.48
110,2015/3/27,4.34
110,2015/3/28,4.08
110,2015/3/29,4.24
110,2015/3/30,4.28
110,2015/3/31,3.97
110,2015/4/1,4.32
110,2015/4/2,4.34
110,2015/4/3,5.04
110,2015/4/4,2.87
110,2015/4/5,4.17
110,2015/4/6,5.14
110,2015/4/7,3.9
110,2015/4/8,5.19
110,2015/4/9,4.94
110,2015/4/10,4.83
110,2015/4/11,3.76
110,2015/4/12,3.72
110,2015/4/13,3.61
110,2015/4/14,3.88
110,2015/4/15,3.63
110,2015/4/16,3.5
110,2015/4/17,4.03
110,2015/4/18,4.78
110,2015/4/19,3.89
110,2015/4/20,4.5
110,2015/4/21,3.66
110,2015/4/22,3.56
110,2015/4/23,3.77
110,2015/4/24,4.26
110,2015/4/25,3.71
110,2015/4/26,3.98
110,2015/4/27,3.7
110,2015/4/28,4.62
110,2015/4/29,4.32
110,2015/4/30,3.57
110,2015/5/1,3.52
110,2015/5/2,3.63
110,2015/5/3,2.86
110,2015/5/4,3.51
110,2015/5/5,3.65
110,2015/5/6,4.09
110,2015/5/7,5.04
110,2015/5/8,3.76
110,2015/5/9,3.34
110,2015/5/10,3.94
110,2015/5/11,3.37
110,2015/5/12,3.6
110,2015/5/13,3.68
110,2015/5/14,3.77
110,2015/5/15,3.82
110,2015/5/21,3.76
110,2015/5/22,3.75
110,2015/5/23,3.7
110,2015/5/24,3.42
110,2015/5/25,3.34
110,2015/5/26,4.12
110,2015/5/27,3.5
110,2015/5/28,3.84
110,2015/5/29,3.42
110,2015/5/30,2.88
110,2015/5/31,3.42
110,2015/6/1,3.8
110,2015/6/2,3.51
110,2015/6/3,3.6
110,2015/6/4,3.94
110,2015/6/5,4.33
110,2015/6/6,3.29
110,2015/6/7,3.63
110,2015/6/8,4.53
110,2015/6/9,5.35
110,2015/6/11,3.25
110,2015/6/12,17.48
110,2015/6/13,25.64
110,2015/6/14,14.62
110,2015/6/15,5.08
110,2015/6/16,5.08
110,2015/6/17,10.52
110,2015/6/18,14.9
110,2015/6/19,17.02
110,2015/6/20,8.23
110,2015/6/21,26.12
110,2015/6/22,10.33
110,2015/6/23,5.71
110,2015/6/24,5.37
110,2015/6/25,7.18
110,2015/6/26,4.98
110,2015/6/27,4.17
110,2015/6/28,4.12
110,2015/6/29,4.79
110,2015/6/30,2.9
110,2015/7/1,4
110,2015/7/2,3.23
110,2015/7/3,3.82
110,2015/7/4,2.66
110,2015/7/5,10.23
110,2015/7/6,10.35
110,2015/7/7,15.14
110,2015/7/8,14.89
110,2015/7/9,17.69
110,2015/7/10,21.53
110,2015/7/11,21.15
110,2015/7/12,21.16
110,2015/7/13,42.08
110,2015/7/14,40.19
110,2015/7/15,37.82
110,2015/7/16,21.77
110,2015/7/17,28.04
110,2015/7/18,37.76
110,2015/7/19,24.88
110,2015/7/20,29.42
110,2015/7/21,27.79
110,2015/7/22,25.25
110,2015/7/23,28.08
110,2015/7/24,39.16
110,2015/7/25,34.59
110,2015/7/26,1.33
110,2015/7/27,51.72
110,2015/7/28,52.37
110,2015/7/29,55.62
110,2015/7/30,56.84
110,2015/7/31,43.47
110,2015/8/1,58.25
110,2015/8/2,47.92
110,2015/8/3,37.68
110,2015/8/4,35.2
110,2015/8/5,25.25
110,2015/8/6,40.79
110,2015/8/7,38.84
110,2015/8/8,33.61
110,2015/8/9,28.33
110,2015/8/10,27.27
110,2015/8/11,28.57
110,2015/8/12,24.62
110,2015/8/13,15.64
110,2015/8/14,16.27
110,2015/8/15,19.74
110,2015/8/16,20.9
110,2015/8/17,6.55
110,2015/8/18,5.28
110,2015/8/19,6.82
110,2015/8/20,9.5
110,2015/8/21,9.78
110,2015/8/22,11.91
110,2015/8/23,10.85
110,2015/8/24,9.22
110,2015/8/25,7.13
110,2015/8/26,10.06
110,2015/8/27,7.92
110,2015/8/28,5.34
110,2015/8/29,1.61
110,2015/8/30,1.96
110,2015/8/31,2.58
110,2015/9/1,4.12
110,2015/9/2,3.46
110,2015/9/3,2.76
110,2015/9/4,2.92
110,2015/9/5,2.02
110,2015/9/6,2.89
110,2015/9/7,3.11
110,2015/9/8,3.84
110,2015/9/9,3.06
110,2015/9/10,2.96
110,2015/9/11,2.79
110,2015/9/12,3.59
110,2015/9/13,3.72
110,2015/9/14,3.38
110,2015/9/15,3.11
110,2015/9/16,3.32
110,2015/9/17,3.13
110,2015/9/18,2.97
110,2015/9/19,3.05
110,2015/9/20,2.87
110,2015/9/21,3.41
110,2015/9/22,3.91
110,2015/9/23,3.83
110,2015/9/24,2.44
110,2015/9/25,3.74
110,2015/9/26,3.82
110,2015/9/27,3.52
110,2015/9/28,2.55
110,2015/9/29,4.31
110,2015/9/30,4.41
110,2015/10/1,1.03
110,2015/10/2,2.8
110,2015/10/3,6.99
110,2015/10/4,3.44
110,2015/10/5,4.66
110,2015/10/6,3.72
110,2015/10/7,4
110,2015/10/8,4.44
110,2015/10/9,4.02
110,2015/10/10,5.14
110,2015/10/11,3.6
110,2015/10/12,4.5
110,2015/10/13,4.61
110,2015/10/14,4.32
110,2015/10/15,3.7
110,2015/10/16,3.71
110,2015/10/17,4.48
110,2015/10/18,4.26
110,2015/10/19,5.13
110,2015/10/20,3.79
110,2015/10/21,3.68
110,2015/10/22,3.63
110,2015/10/23,3.98
110,2015/10/24,4.74
110,2015/10/25,6.78
110,2015/10/26,4.87
110,2015/10/27,3.85
110,2015/10/28,6.34
110,2015/10/29,6.08
110,2015/10/30,9.95
110,2015/10/31,32.5
110,2015/11/1,5.54
110,2015/11/2,4.23
110,2015/11/3,4.95
110,2015/11/4,3.65
110,2015/11/5,4.25
110,2015/11/6,4.16
110,2015/11/7,7.32
110,2015/11/8,5.82
110,2015/11/9,4.32
110,2015/11/10,4.25
110,2015/11/11,5.96
110,2015/11/12,5.05
110,2015/11/13,4.58
110,2015/11/14,4.72
110,2015/11/15,5.5
110,2015/11/16,5.34
110,2015/11/17,3.85
110,2015/11/18,4.19
110,2015/11/19,4.64
110,2015/11/20,5.27
110,2015/11/21,6.62
110,2015/11/22,5.14
110,2015/11/23,3.63
110,2015/11/24,4.16
110,2015/11/25,4.42
110,2015/11/26,4.36
110,2015/11/27,4.6
110,2015/11/28,6.68
110,2015/11/29,4.76
110,2015/11/30,4.16
110,2015/12/1,4.96
110,2015/12/2,4.53
110,2015/12/3,3.97
110,2015/12/4,4.93
110,2015/12/5,6.04
110,2015/12/6,5.64
110,2015/12/7,5.31
110,2015/12/8,4.35
110,2015/12/9,5.22
110,2015/12/10,5.39
110,2015/12/11,8.89
